Product ID,Barkod (EAN Number),Product Name,Price,Currency,Category,Brand,Image 1,Image 2,Image 3,Image 4,Image 5,Product URL
833879,8710103943969,Philips AVENT SCF430/10 Şişe ile El Yapımı Göğüs Pompası,2600,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833879.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjExMnxpbWFnZS9qcGVnfGFHTXdMMmczTkM4eU5qZzVORGs0TXpRek1ERTNOQzVxY0djfDkzYjNkODBhMmFiZTc3MTQ3NjVlNWIxZDVmMzk3YjY3Y2Y2YzRkZGJkMWQxMTE4MDFhOGYyZDExMTg0NDZiZTM,https://api.technopolis.bg/medias/833879-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjAyOXxpbWFnZS9qcGVnfGFHTTFMMmd6Tnk4eU5qZzVORGs0TXpneU16TTVNQzVxY0djfGU1M2MyNjQ3M2ZiYzM3MWI3YWJlZTkwOGFhMWIwY2Y5YTc1MzczZWUyZDY1ZmFhMDBmODU2NGRhYmMyODc4ODg,https://api.technopolis.bg/medias/833879-2-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTkyM3xpbWFnZS9qcGVnfGFHRTVMMmcwWlM4eU5qZzVORGs0TkRBeE9UazVPQzVxY0djfGZkNjgyZjI4Mjg2OGJlNTYyZTY4Y2ExYTliMDUzM2ZiMjc3NmNiNWFjNTcwNTJjZTdmNjE1ODI3ZDJkMzM2Nzg,https://api.technopolis.bg/medias/833879-3-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTgzN3xpbWFnZS9qcGVnfGFETXlMMmcxTkM4eU5qZzVORGs0TkRJeE5qWXdOaTVxY0djfDkxZjFhNmQ3ODljZDgxNDRiN2E3MjlhN2NhZWMxN2JmN2NiOTI3NjNkYTk5NjZmNzZhYzY2ZDc5ZjJlNTZmYjc,,https://www.technopolis.bg/bg/Bebeshki-aksesoari/Rachna-pompa-za-karma-s-butilka--PHILIPS-AVENT-SCF430-10/p/833879
833877,8710103925170,Philips Avent SCF396/11 Elektrik Pompası,9400,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833877.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTk3MHxpbWFnZS9qcGVnfGFHSTJMMmcxWkM4eU56QTNNamd4T0Rrd05URXhPQzVxY0djfDY5YTA0ODYyMTQwOTljMjVhZTgxYjNhNTFhOTE3YWNkNzA2NmU5ZmEyOTA0ZTE5MzE3ZGZlZDEwYjg5OWQxNjE,https://api.technopolis.bg/medias/833877-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTc1N3xpbWFnZS9qcGVnfGFEZG1MMmcwTkM4eU56QTNNekF3TlRJNE9UVXdNaTVxY0djfDQwOWVjN2NmMTI0MDNiMDM2MmVkYmMyMDQ1NGEzODZiMTU2MWZjN2QzYzBkODQwNjk4ZjllOGUzNWJiNGJiZWQ,https://api.technopolis.bg/medias/833877-2-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MzE5NXxpbWFnZS9qcGVnfGFHRXhMMmc0Tmk4eU56QTNNekF3TlRRNE5qRXhNQzVxY0djfDkxMmY3YzIwODIzN2IyMDJhZWJhZWU5NmMyMzJkZGI1OTA1ZDRlNmEyN2U3Y2Y4YzBjNDc5MmViNGFmN2MxNWU,https://api.technopolis.bg/medias/833877-3-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8Mjg3OXxpbWFnZS9qcGVnfGFESTJMMmc0Tnk4eU56QTNNekF3TlRZNE1qY3hPQzVxY0djfDNiYWI0ODhhNmM2NjgzYzVjN2VmZmJkMjY2ZGIzOGE5ZGUwYTRiNWYxMzIwMDYxNmYwMTc5NGJkMDdjYzFlMDI,,https://www.technopolis.bg/bg/Bebeshki-aksesoari/Elektricheska-pompa-za-karma--PHILIPS-AVENT-SCF396-11/p/833877
833876,8710103906162,Philips Avent SCF395/11 Elektrik Pompası,7800,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833876.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjAyNnxpbWFnZS9qcGVnfGFEQmhMMmd3T1M4eU56QTNNamd4T0RVME5EWTNNQzVxY0djfDNlNDkzNWRiMDk5N2JmYjNlZGRlM2ZiYjNmZDkyMTI5NWIwYTFhM2M0YWZmOGE2NjE0ZTlkOGYzYWMyOTRlMTY,https://api.technopolis.bg/medias/833876-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTg3OXxpbWFnZS9qcGVnfGFERmlMMmd5TVM4eU56QTNNekF3TkRZNU9UWTNPQzVxY0djfDA2ZGM4OTU3NWZhODVhMjU2ZjZmZGU3YzE1ZTE3M2NmODdkYWUwZDBlZjAzNmU1YzBhMTQ2YmEyM2E0NTk2OGQ,https://api.technopolis.bg/medias/833876-2-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjYxOHxpbWFnZS9qcGVnfGFETmtMMmcyTXk4eU56QTNNekF3TkRnNU5qSTROaTVxY0djfDdjZTZhZGNiODM2ZDU5ZDhlYjk4OThmODU5ZWFlM2Y0MWM5NjU5MjBkNDlmMThmMWUwOTJiZWU2ZmJkMWNhYTA,https://api.technopolis.bg/medias/833876-3-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8Mjg0MHxpbWFnZS9qcGVnfGFHVTNMMmhqTUM4eU56QTNNekF3TlRBNU1qZzVOQzVxY0djfGNiNjkzZTYxMzk5YjE5Y2NjYmYwMzAyOGFmYjNlZDkyNWQ5YjFhNjA3NWVlN2I5YWZmYzEzNDYwYjM5NGNiNjc,,https://www.technopolis.bg/bg/Bebeshki-aksesoari/Elektricheska-pompa-za-karma--PHILIPS-AVENT-SCF395-11/p/833876
802788,8720689039536,"Philips Avent SCD953/26 Termometre, Duvar Montajı, Geri Bildirim, Video Sinyali, Gece Işığı Bebek Monitörü",14000,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/Product-gallery-802788.jpg?context=bWFzdGVyfHJvb3R8NTM0OHxpbWFnZS9qcGVnfGFHUTBMMmhqTVM4ME56QTVOakUyTkRFNE9ERTVNQzlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5TnpnNExtcHdad3w2Y2Y3NTQ2M2FkOTkyZjY3ZTAwZWQxY2EwNDdlZWY0MzA3NjU3ZjRhMDI1NWU1YmY3MzQ3YTEyZDg1MjQxNjVh,https://api.technopolis.bg/medias/Product-gallery-802788-1-big.jpg?context=bWFzdGVyfHJvb3R8MTc1MHxpbWFnZS9qcGVnfGFETTBMMmhpTkM4ME56QTVOakUyTkRVNE1UUXdOaTlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5TnpnNExURXRZbWxuTG1wd1p3fDNjZDRiNTJiZmYzNzNlYjM4NThlYTI3MDlkMTdlYWVlMDQxY2EzMzBhZTgwOWE4Yzc3MmNkZDNlYzRjYTQ4YjM,https://api.technopolis.bg/medias/Product-gallery-802788-2-big.jpg?context=bWFzdGVyfHJvb3R8MjAxNHxpbWFnZS9qcGVnfGFEYzJMMmhoWkM4ME56QTVOakUyTkRjM09EQXhOQzlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5TnpnNExUSXRZbWxuTG1wd1p3fGE3NTU3OTk2ODVkNGM1ZGE1ODU2Y2VlMzY5NGU2MWE5MDVlMzExYjU1NTg1Y2YzZTQ1YmVlNTQ2MzA3ZGNlNWY,https://api.technopolis.bg/medias/Product-gallery-802788-3-big.jpg?context=bWFzdGVyfHJvb3R8NTg0OXxpbWFnZS9qcGVnfGFHRTJMMmhoTmk4ME56QTVOakUyTkRrM05EWXlNaTlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5TnpnNExUTXRZbWxuTG1wd1p3fDEzMDJlMzVmYTllNGZiYTAyNzY5MjQ1ZTVjZWI1ZGQ1MTJlYTgwY2M4YTVmMGQwNGEyNWMzNzg1MGMwZTM1MmI,https://api.technopolis.bg/medias/Product-gallery-802788-4-big.jpg?context=bWFzdGVyfHJvb3R8NjI4NXxpbWFnZS9qcGVnfGFESmhMMmcxT0M4ME56QTVOakUyTlRFM01USXpNQzlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5TnpnNExUUXRZbWxuTG1wd1p3fDBkYWQ2YjcyMjA4Y2YwOWIwYjFlNzc1Nzc4ODllNThhYTQ4NGE5YjAyOGI4NWUwNTg2ZTQwNTc0MTM1ZTMwNGI,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD953-26/p/802788
801560,8720689020992,"Philips Avent SCD891/26 Termometre, Ninni Şarkılar, Geri Bildirim, Video Sinyali, Gece Işığı Bebek Monitörü",13600,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/801560.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8NTQ3OXxpbWFnZS9qcGVnfGFEazFMMmc1Tnk4ek1qa3hNRFl6TURBMk1EQTJNaTVxY0djfDU3ZjA1NzU2NTJjZTIyMjdkNjBhNjk3MDA1ZTVlYmE4NGZmYmI5MTI1MDUxOTc4OGMxOTZlNTA4OTAwYTc0YmM,https://api.technopolis.bg/medias/801560-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8NjU0MHxpbWFnZS9qcGVnfGFEUmhMMmcxT0M4ek1qa3hNRFl6TURRMU16STNPQzVxY0djfDRmYTVkNjhhYWY3ZjQzODMxNWU4YzQwMTE2YjU0ZDViOGM2YjYxNjEwNTdiOGJmMGZkNzg5ZTIxZWFkNDJiZDQ,https://api.technopolis.bg/medias/Listing-grid-802788.jpg?context=bWFzdGVyfHJvb3R8MzI4Mzd8aW1hZ2UvanBlZ3xhREF6TDJobFl5ODBOekE1TmpFMk16ZzJNRFV4TUM5TWFYTjBhVzVuTFdkeWFXUmZPREF5TnpnNExtcHdad3w4ZDA5YjFiMjE5ZWEyN2ZjODU0MTRlMDFjNjA3Njk1OThiZTY5MjM1MzM0YjI3YjQxNjQzNzQ3OGQyZmI4M2Zm,,,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD891-26/p/801560
801559,8720689020985,"Philips Avent SCD881/26 Ninni Şarkılar, Geri Bildirim, Video Sinyali Bebek Monitörü",11500,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/801559.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8NTY1OHxpbWFnZS9qcGVnfGFEaGhMMmcwTlM4ek1qa3hNRFl5T1RFME1qVTFPQzVxY0djfDc3NGVhMmNiMDdlMzg2NTc0NTRkZTI5OWVjODE1OTMyMWU4YmQzNWYzNWYwMjU2MDkxZTdhZGQxYTg1MzA2Mzk,https://api.technopolis.bg/medias/801559-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8NjI4OXxpbWFnZS9qcGVnfGFEaG1MMmd3T0M4ek1qa3hNRFl5T1RVek5UYzNOQzVxY0djfDcyYThiMzE3M2Q3YzNhMzVjNDE1ZjZkYmNkZDBiNTljNDdlNjcwYWY5MmE4ZmIxYjNkMTIwYjM2MDgyNWNlY2Y,https://api.technopolis.bg/medias/833879.jpg-Listing-grid?context=bWFzdGVyfHJvb3R8NzA4MXxpbWFnZS9qcGVnfGFESmhMMmd5TlM4eU5qZzVORGs0TXpFd01qUTVOQzVxY0djfGE2NjlhOGZiN2ZkMjE1NTFlY2RiMGZkMmE5ODY2NzZhOTZhYjQ4NDY3MWVmZjYxMjQ2MjRmMmVjODY0MzIwMzQ,https://api.technopolis.bg/medias/834439.jpg-Listing-grid?context=bWFzdGVyfHJvb3R8NjkxN3xpbWFnZS9qcGVnfGFHVXhMMmcyWWk4eU56QTJOelUzTXpFd09EYzJOaTVxY0djfDNhOWU4ZjMzNGJhZmVmODA1MDQzYTE4ZjU2NDFmNWY5YzIxZTQ2NTZkNWM4YzhhNmUzMTIyYWVkN2FlMjc0Njk,https://api.technopolis.bg/medias/833893.jpg-Listing-grid?context=bWFzdGVyfHJvb3R8MTAzNzB8aW1hZ2UvanBlZ3xhRGRpTDJnMU9DOHlPREkxTWpFek9UazBOakF4TkM1cWNHY3w1MzU1YjJmYzA4MjdlOWY3YTM0MDI4MjNlMjBkMjVkYmRmYTA4NmFhNTEyNzk3NDcyMGNlZDY5NjI4NmI2OWU5,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD881-26/p/801559
802770,8720689026680,"Philips Avent SCD643/26 Termometre, Ninniler, Geri Bildirim, Video Sinyali, Gece Işığı Bebek Monitörü",11700,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/Product-gallery-802770.jpg?context=bWFzdGVyfHJvb3R8MjA3MXxpbWFnZS9qcGVnfGFERTBMMmhsTVM4ME56QTVOakF3TXpjeU16STVOQzlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5Tnpjd0xtcHdad3xmM2UwNzI2MjUwOGJlOTFhZDM2OTIyNDIwMzBjNzIyOWEyMzVjODkyYzA4ZjE3NWJhYzMzNGJmM2RmNmU0NTVi,https://api.technopolis.bg/medias/Product-gallery-802770-1-big.jpg?context=bWFzdGVyfHJvb3R8MjMwNXxpbWFnZS9qcGVnfGFHUXhMMmhsTnk4ME56QTVOakF3TXpreE9Ua3dNaTlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5Tnpjd0xURXRZbWxuTG1wd1p3fDk4MGU3NTk1ZTVkZGZhZGI0YjllZGNkMzhmMGVmN2U3ZDg0MWE0NTc4YTkyZTM1OTRhMDJiMWZjNjBkMmNhYjQ,https://api.technopolis.bg/medias/Product-gallery-802770-2-big.jpg?context=bWFzdGVyfHJvb3R8MjI2MHxpbWFnZS9qcGVnfGFERmhMMmhqWkM4ME56QTVOakF3TkRBeE9ESXdOaTlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5Tnpjd0xUSXRZbWxuTG1wd1p3fDM5ZjM5NjYwNjIzNTE1YWViYWJjN2RkM2YwYTE2NDMzODFlZGJjYzFmZmUyYmE1YTI1ZmYyY2VmOTZkMTQ2NDI,https://api.technopolis.bg/medias/Product-gallery-802770-3-big.jpg?context=bWFzdGVyfHJvb3R8MjI1MXxpbWFnZS9qcGVnfGFHSXlMMmhqT1M4ME56QTVOakF3TkRFeE5qVXhNQzlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5Tnpjd0xUTXRZbWxuTG1wd1p3fDNjMDkwMGEyZWZiMjk3ZmE3NjkxOWU3ODJhMzI0YTcxNTEwZDI2MThiZjA3NzhhYjQ4ZjJkMTA0MTdiZTg5YTE,https://api.technopolis.bg/medias/Product-gallery-802770-4-big.jpg?context=bWFzdGVyfHJvb3R8MjI0OHxpbWFnZS9qcGVnfGFEUmhMMmhqTmk4ME56QTVOakF3TkRJeE5EZ3hOQzlRY205a2RXTjBMV2RoYkd4bGNubGZPREF5Tnpjd0xUUXRZbWxuTG1wd1p3fDk3YjFiODQ3ODFhNDdmMzU2OTkwYTM3YjM2MWUyNGRmZTJlMjg5YjkyYmJhMmUwYzEzZGYwNTZmZWQ5OWVkNjI,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD643-26/p/802770
835148,8710103857754,"Philips Avent Dect SCD711 Termometresi, Geri Bildirim, Gece Işığı Bebek Monitörü",6500,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/835148.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjE1MXxpbWFnZS9qcGVnfGFESXhMMmhqWlM4eU56QTNNamd3TkRjeE5qVTNOQzVxY0djfDQ0MGVhNTMzNGU2MzRmMjg4Mjc3ZTJjYzhkN2JlYWY0MTA0Y2IzM2Q5Yjk1N2VlYjEzMGU3MDczYTE2MDc0MmM,https://api.technopolis.bg/medias/835148-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjEyMnxpbWFnZS9qcGVnfGFHWXlMMmhtTUM4eU56QTNNekF3T0RJek9EWXlNaTVxY0djfDJiODYxYTI2OGIyMTQxMmVjZWU4Mzk4OWJiYTgxMzU5N2Q2MGJmZDg5OWIxMzYzYjYxNjJmNDBkNGMxZWI2Mjg,https://api.technopolis.bg/medias/835148-2-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjIyOHxpbWFnZS9qcGVnfGFHVmlMMmhqWXk4eU56QTNNekF3T0RRek5USXpNQzVxY0djfGI0YjFiNjMwNWI5NjdiNzA3ZTM1MjVkZjJhMzZmZmU0YzY4ODEwZDY0OTViNGVlNDk2M2NhOTg4ZTg1MTNlMWI,https://api.technopolis.bg/medias/835148-3-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTkzN3xpbWFnZS9qcGVnfGFEUmlMMmd5TlM4eU56QTNNekF3T0RZek1UZ3pPQzVxY0djfGU4NWQ3ZTdjYTUwZGJjMTBlNmE1ZTZhN2JhMTk0MGVmZDI5NGUzMzMzNzEwMTE0OGUzMzFmNmIxMDNlNWQ2Mzg,,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-DECT%25C2%25A0SCD711/p/835148
835147,8710103903505,PHILIPS AVENT DECT SCD502 Bebek Monitörü,3600,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/835147.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjQ0MXxpbWFnZS9qcGVnfGFHVm1MMmd4TlM4eU56QTNNamd3TkRNMU5qRXlOaTVxY0djfDVjZGRhZDc4MThhNjNkODQ4MjMwNjlkYjI1YjljZTEyYTRjYTkxNTEzMTBkZGU4MmVmNWExZjgzZmE2Mzc3YjQ,https://api.technopolis.bg/medias/835147-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTk3MXxpbWFnZS9qcGVnfGFEaGxMMmhqWkM4eU56QTNNekF3TnpZME9EYzVPQzVxY0djfGViYzg2NDk3NjE0Yzk4MDdjZTNiODI4MTEyNDgzYTE1YzUyMzBjMDI4M2QxNzMyNjMwNTE5ZmE0N2E2NjkxYjM,https://api.technopolis.bg/medias/835147-2-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTc3NXxpbWFnZS9qcGVnfGFEQTBMMmhqT0M4eU56QTNNekF3TnpnME5UUXdOaTVxY0djfDA1MzdlYjMzNjUyZTg4Y2IyZjUxNzcxY2NlOGJiZjY3NWI0ZDliNDExMzVjN2JmMDlkOTExMTRkMjQ5NTc1MmM,https://api.technopolis.bg/medias/835147-3-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MzEwMnxpbWFnZS9qcGVnfGFERTVMMmhtTmk4eU56QTNNekF3T0RBME1qQXhOQzVxY0djfDc4YTljYmZjZjVkMzk0ZWMwODNlMDM2NzE4NGZmYWM0MjE4M2ZhOWU2NjhiMmEyMWQxNjVmYjk2ZTljMzA1NTM,https://api.technopolis.bg/medias/834472.jpg-Listing-grid?context=bWFzdGVyfHJvb3R8NTQ0MnxpbWFnZS9qcGVnfGFHVXdMMmczWkM4eU9EVXlPREV3TWpJM056RTFNQzVxY0djfGVkYzY5ZTJmNGU2ZWM3ZDFmNTFjN2UzNGZiNTYzYzViMWUyODVjZmZiNmQyNDAxNjQ4OThjZTIxYTNjOTI2ZmI,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-DECT%25C2%25A0SCD502/p/835147
833893,8710103974611,"Philips Avent Bağlı SCD923/26 Termometre, Video Sinyali Bebek Monitörü",14900,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833893.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjYzOHxpbWFnZS9qcGVnfGFHTTBMMmczWXk4eU9ESTFNakUwTURJM016WTVOQzVxY0djfGE2NTczOTM2NGM0MGM4MzM2ZGVhYTg2YmY5ZWMzNTQ1YzkyYmYyNTVjYTU5ZjAyNzc2YjQ1ZjFjZTgwMzI4ZDc,https://api.technopolis.bg/medias/833893-1-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTgwOHxpbWFnZS9qcGVnfGFERXpMMmczTWk4eU9ESTFNakUwTURZMk5qa3hNQzVxY0djfGY3ZWNjNjk5ZTViYThlZjBmYjRmYTY3NzFiZjI1ZWQ3ODEwYWM5N2VmMWQ1ZTkxZmRlMjMxOTJkYzk3ZDY3N2I,https://api.technopolis.bg/medias/833893-2-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MTY3NnxpbWFnZS9qcGVnfGFEZzFMMmhpTmk4eU9ESTFNakUwTURnMk16VXhPQzVxY0djfDkwYWYwZGE1NDAwOWJlYTliNGMxMTk0NTZjZWRkNTdmNDNjMDhiNDE0YWY3YmE1YWI1ZGU1YTMxMWUxNWJiYjE,https://api.technopolis.bg/medias/833893-3-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MjY1MnxpbWFnZS9qcGVnfGFEbGhMMmhsTkM4eU9ESTFNakUwTVRBMk1ERXlOaTVxY0djfGE5NmJjNmZlN2E3MDhiMDIxNWVlMGM1NTNlZWEzYTRiYWE1ZTNhNzg5ZTdjMThkYmJkMDA3NjE1MDdkYjViNzc,https://api.technopolis.bg/medias/833893-4-big.jpg-Product-gallery?context=bWFzdGVyfHJvb3R8MzA2NHxpbWFnZS9qcGVnfGFEY3pMMmhrWmk4eU9ESTFNakUwTVRJMU5qY3pOQzVxY0djfDg2ODdkMmNkODgyODhiYjg1NThkZjFmZGQyYWEwZmIwN2I1ZmJkM2RkMTk4MjgxZTZiNDIyZTkwMWQ0YTdiNzk,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-CONNECTED-SCD923-26/p/833893
