Product ID,Barkod (EAN Number),Product Name,Price,Currency,Category,Brand,Ana görsel,Image 1,Image 2,Image 3,Image 4,Image 5,Product URL
833879,8710103943969,Philips AVENT SCF430/10 Şişe ile El Yapımı Göğüs Pompası,3600,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833879-3-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzI3MDV8aW1hZ2UvanBlZ3xhR0psTDJnNU1DOHlOamc1TkRrNE5EQTROVFV6TkM1cWNHY3wwOWJjYTg3MzhlMjFkYzZiNzI3OWY4ZTU2MjkwMzM1YzI2YTc0OTdiYjU5MzQxN2M1NWM4Zjc4Yzk2MTE0YThk,https://api.technopolis.bg/medias/833879-2-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzM1MDl8aW1hZ2UvanBlZ3xhR0U1TDJnMk1pOHlOamc1TkRrNE16ZzRPRGt5Tmk1cWNHY3wwNjRlMDg4MGE1MzZhNzkzOTUzYTU5ODMxZWUyYTU0OTAxMmYwNTEyMDA3Yjg5ZWQ4ZTUyY2NiZWFlZjEwNTQ5,https://api.technopolis.bg/medias/833879-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzkyMzd8aW1hZ2UvanBlZ3xhR1F3TDJnMk55OHlOamc1TkRrNE16WTVNak14T0M1cWNHY3w3OTI2YWI4YzEzNWFkODg1YzkwOGIxOTUwM2M0MzU0OTJjMTM3NmRjMDU0ODdlNDNmNWEwNjNiOGJjYjZhMDNk,https://api.technopolis.bg/medias/833879.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NDUzOTR8aW1hZ2UvanBlZ3xhREk0TDJnNFl5OHlOamc1TkRrNE1qazNNVFF5TWk1cWNHY3w3ZDFjYTk4OGIwNzVhMDMyYWM3MmQ1ODMzNGY3YzQ4MmVkYjc4ZjQ5NTU1NzE0ZTg3YWZkNmRiNzlkMDY0NGZj,https://api.technopolis.bg/medias/833879.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8NDA5NzR8aW1hZ2UvanBlZ3xhREF6TDJobU9TOHlOamc1TkRrNE16QXpOamsxT0M1cWNHY3xiYTBlYjllZjQ3YjMyODZiOGIxNTljZWJmODQ1ZmYzOGI1ODg3NjAyNTQ0ZmY0MjljZWFmYmVhNDc1YjEyY2Ey,,https://www.technopolis.bg/bg/Bebeshki-aksesoari/Rachna-pompa-za-karma-s-butilka--PHILIPS-AVENT-SCF430-10/p/833879
833877,8710103925170,Philips Avent SCF396/11 Elektrik Pompası,10400,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833877-3-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NzQ2NTJ8aW1hZ2UvanBlZ3xhRGt3TDJnd1lTOHlOekEzTXpBd05UVTFNVFkwTmk1cWNHY3xjN2YyOTkyYzJhZTBmNjgyZDVjYTA5YjFjMjUxODkxZWY0YTZjZjg0ZDhiM2U1NDQ4NGZmNjAxYTFjYmMyZTk2,https://api.technopolis.bg/medias/833877-2-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8ODEyNjR8aW1hZ2UvanBlZ3xhRFUyTDJobE5TOHlOekEzTXpBd05UTTFOVEF6T0M1cWNHY3xhMGZjOWRlMzUxM2YyOWYzYjI3NjRmZTFlNmU4NDUzNDdmOWUxYTc0ZjMyYzcyM2E3M2RjZDlkZjM3OGIyNzUx,https://api.technopolis.bg/medias/833877-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NjQ1MTB8aW1hZ2UvanBlZ3xhRE0zTDJoa05pOHlOekEzTXpBd05URTFPRFF6TUM1cWNHY3w1NGQ5OTY0MzE1NDcyNzE2NTlhMjI0NmZkNzlhNDQ4Y2RkZGY5YmM4Zjc4OTQyMzQzZjhmMDkwMWZmNDA2ZGFl,https://api.technopolis.bg/medias/833877.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTQ5MjJ8aW1hZ2UvanBlZ3xhR0ZrTDJnNE9DOHlOekEzTWpneE9EWTNOVGMwTWk1cWNHY3xjZDQ1ZDBmNTk1YzIzNTU1Y2ViZTZhZGUxMjllMWFkM2Y0NThkYjYxMTYzMzM1MjQxZWE5ZGNjMTU3MDIzOTM2,https://api.technopolis.bg/medias/833877.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8NDcxNDl8aW1hZ2UvanBlZ3xhRFExTDJneE9TOHlOekEzTWpneE9EY3dPRFV4TUM1cWNHY3wxZjYxOWE2MjA5NTEyN2E4ZGFkN2E3ZjdjOWZhN2IyNTc1NTM4YmU0YjZjZjc4YzFmYTRmOTBjYjZmMzA3NzEx,,https://www.technopolis.bg/bg/Bebeshki-aksesoari/Elektricheska-pompa-za-karma--PHILIPS-AVENT-SCF396-11/p/833877
833876,8710103906162,Philips Avent SCF395/11 Elektrik Pompası,8800,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833876-3-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NzQzOTl8aW1hZ2UvanBlZ3xhR05tTDJnMk1pOHlOekEzTXpBd05EazJNVGd5TWk1cWNHY3w1MDFkYzc3MjdiNDg3MmRjZWNjYzFmOWI4Y2VlYTRkNzVhNjc5MTdkOWM0YTM1MzUzMTVjMDg4ODJiNThlNDJi,https://api.technopolis.bg/medias/833876-2-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTY0ODN8aW1hZ2UvanBlZ3xhRFE1TDJoaFpDOHlOekEzTXpBd05EYzJOVEl4TkM1cWNHY3w2YWNiYzc4MzE0ODZhMjkxMTA0NDllNjZlNTk1YjFhZThjNTkwMWVmMmJiMjg1ODExNWVjN2UyYzUzNmI4YzBh,https://api.technopolis.bg/medias/833876-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8Njc5OTl8aW1hZ2UvanBlZ3xhREkzTDJnMllpOHlOekEzTXpBd05EVTJPRFl3Tmk1cWNHY3xhYjFkYTM3NGZhY2M2ZDI4MzJiNWI2YjJiY2JlYTk2Y2Y2ZDEzZGVkZDY4NWIzZTcyZDBiY2ZlMGM4MTIwYTU4,https://api.technopolis.bg/medias/833876.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTY4NTd8aW1hZ2UvanBlZ3xhR1kxTDJneU15OHlOekEzTWpneE9ETXhOVEk1TkM1cWNHY3wyMjYzZDc1MjA2MTcyY2M5NDNmYjNjODFlOGIzZWVjNDQ3Y2MxZjkyYzM3ZjRmMTk0YWIzNWUwNTc3Nzg4Mjg4,https://api.technopolis.bg/medias/833876.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8NDkyMTJ8aW1hZ2UvanBlZ3xhR1JrTDJobE5pOHlOekEzTWpneE9ETTBPREEyTWk1cWNHY3w5ZDM1YTgyNzA3NWRiMTIxNjE4OWNlZDVhYjgwOTk2MTY0MzBlMmM0NWIxYjE2YTA4NGQ4ZTBlMGQ5MWYxYjU4,,https://www.technopolis.bg/bg/Bebeshki-aksesoari/Elektricheska-pompa-za-karma--PHILIPS-AVENT-SCF395-11/p/833876
802788,8720689039536,"Philips Avent SCD953/26 Termometre, Duvar Montajı, Geri Bildirim, Video Sinyali, Gece Işığı Bebek Monitörü",15000,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/Product-zoom-802788-7-big.jpg?context=bWFzdGVyfHJvb3R8NDAzMDg4fGltYWdlL2pwZWd8YUdSbEwyZzBOaTgwTnpBNU5qRTJOVFk1TlRVeE9DOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56ZzRMVGN0WW1sbkxtcHdad3w1Y2JlZjJjNzYwMDY0NThiNDJjMTRlZDhmZTAzMzA4MjRmZWRhODliNjZkYzNlYmY0OTY0MDA2ZDQ1ZGUwYTU0,https://api.technopolis.bg/medias/Product-zoom-802788-6-big.jpg?context=bWFzdGVyfHJvb3R8MzI0NDcwfGltYWdlL2pwZWd8YUdGbEwyZzBaQzgwTnpBNU5qRTJOVFE1T0RreE1DOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56ZzRMVFl0WW1sbkxtcHdad3wyY2ZmMTViNjNmYjhhYTJmNTgzMDZhNDJmNzEwMzY1YjU0YzBjYjhiY2M4NDdjNDYzZDZmMjFiNmJiMzJlNDQ1,https://api.technopolis.bg/medias/Product-zoom-802788-5-big.jpg?context=bWFzdGVyfHJvb3R8MjI5ODMxfGltYWdlL2pwZWd8YURKa0wyZzFOUzgwTnpBNU5qRTJOVEl6TmpjMk5pOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56ZzRMVFV0WW1sbkxtcHdad3xhNWNlOTY0MzQ3YjllNzI4OTYyNTMwNTg1YjRkZWNjYzljODAzNmQyM2MwMTIzOTNmZWE1MzlkY2FkNzA2ZDAx,https://api.technopolis.bg/medias/Product-zoom-802788-4-big.jpg?context=bWFzdGVyfHJvb3R8MzMxNTcxfGltYWdlL2pwZWd8YUdWaEwyZzFZaTgwTnpBNU5qRTJOVEEwTURFMU9DOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56ZzRMVFF0WW1sbkxtcHdad3wxNzU0OTljMWNmNWM0MzAwOGIzMDZkNTBmNzYwYzM3ODRjMzI2NzU5ODIzMDU4NjMxYWE1NzcyOGRkMTFjNDcx,https://api.technopolis.bg/medias/Product-zoom-802788-3-big.jpg?context=bWFzdGVyfHJvb3R8MjU5NzgzfGltYWdlL2pwZWd8YURZMkwyaGhZUzgwTnpBNU5qRTJORGcwTXpVMU1DOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56ZzRMVE10WW1sbkxtcHdad3xmM2FlOTE4MjMwYmFhNzQxOTViYjExNTNmNmU1Yjc4Mjk3MDdkNDc2ZmQxYWZmNzUwMDM4ZTRhNzc1YzFhMTMx,https://api.technopolis.bg/medias/Product-zoom-802788-2-big.jpg?context=bWFzdGVyfHJvb3R8Njk1NjZ8aW1hZ2UvanBlZ3xhRE0yTDJoaU1TODBOekE1TmpFMk5EWTBOamswTWk5UWNtOWtkV04wTFhwdmIyMWZPREF5TnpnNExUSXRZbWxuTG1wd1p3fDlkMDU0YzEzYWE4OTdiN2JjODhkZjBkZjM4YmQ5ODc2NjI1YTdmY2NlMTdiMWE0NjQzZTg1MGFiMjI1NTgyYmM,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD953-26/p/802788
801560,8720689020992,"Philips Avent SCD891/26 Termometre, Ninni Şarkılar, Geri Bildirim, Video Sinyali, Gece Işığı Bebek Monitörü",14600,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/801560-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzUyMDk4fGltYWdlL2pwZWd8YURObEwyZ3daUzh6TWpreE1EWXpNRE15TWpJd05pNXFjR2N8OWRjOGU3ODNlZjIzYjIxOTMyMmE0YTZkYTQzZjA1NGE4MDc2MGMwMTU0Mjc2ODBjYmRmZGNjYjYwYmUwYmU3Yw,https://api.technopolis.bg/medias/801560.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MjM1MzM4fGltYWdlL2pwZWd8YURsbEwyZzRNeTh6TWpreE1EWXlPVFl3TVRNeE1DNXFjR2N8NWEwMzc3ZDFlZWY0NDllZTdjOTQ5NWExYmIyZDQ2NjZkNzUxZDc4N2IwMjg1YzM2ZjdhMGMwZjk2MzVjNTIxMA,https://api.technopolis.bg/medias/801560.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8MjE5ODM4fGltYWdlL2pwZWd8YURRM0wyZzVZUzh6TWpreE1EWXlPVFkyTmpnME5pNXFjR2N8YjNiN2M4OTQwNzE3NTdlODBhMGFlMzJlYjZhMjJjYWFkYjk3NjRjYWYxNWM5YjAyZDRmYzQ2YjFmYzRhZWNhYQ,,,,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD891-26/p/801560
801559,8720689020985,"Philips Avent SCD881/26 Ninni Şarkılar, Geri Bildirim, Video Sinyali Bebek Monitörü",12500,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/801559-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzEyNzk4fGltYWdlL2pwZWd8YURkakwyZzBNUzh6TWpreE1EWXlPVFF3TkRjd01pNXFjR2N8MmI3ZjQ3NmRjODYxMDRkY2Y5MWRiZTgwMmEyMWY1MDYzOTcxNWYyZDFjMzE0ZTI3OTViZTcyYzQ3M2QzMzU3OA,https://api.technopolis.bg/medias/801559.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MjQ5ODMxfGltYWdlL2pwZWd8YURWbEwyaGlZaTh6TWpreE1EWXlPRFk0TXpnd05pNXFjR2N8MTE0MmIzZjEzNGFiNzg3Njg3YzgzM2UyZDlmMzU0ZjNmOTQxMmYxZGE3ZTBmYzU3Nzc0ZDU3OTU5YTU1N2JiMA,https://api.technopolis.bg/medias/801559.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8MjMxMTc0fGltYWdlL2pwZWd8YURJNUwyZzVZUzh6TWpreE1EWXlPRGMwT1RNME1pNXFjR2N8NTdjNTNkNzJiYTYzNjQyZTdiMDY0YTM5MzBjOWM3MjIxNDJmMTA3M2I0ZTk5NGY5MmM0ZTkxMDJmZGEyOWNjYQ,,,,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD881-26/p/801559
802770,8720689026680,"Philips Avent SCD643/26 Termometre, Ninniler, Geri Bildirim, Video Sinyali, Gece Işığı Bebek Monitörü",12700,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/Product-zoom-802770-7-big.jpg?context=bWFzdGVyfHJvb3R8MzI1ODE4fGltYWdlL2pwZWd8YURRekwyZzRPQzgwTnpBNU5qQXdOemN5TURrNU1DOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56Y3dMVGN0WW1sbkxtcHdad3xkYjFkZTZhMDY2M2EyOTljNDZlYmI0NjQwYmNjZTExNDBmZmZkNTg3NjZjNWIwZDQ5Nzg4YTMyNjUxN2UwNmU2,https://api.technopolis.bg/medias/Product-zoom-802770-6-big.jpg?context=bWFzdGVyfHJvb3R8MzMzMjcxfGltYWdlL2pwZWd8YURoaUwyaGpNaTgwTnpBNU5qQXdORE0wTlRnNE5pOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56Y3dMVFl0WW1sbkxtcHdad3xhODJlMmRkYWM0MTgzMmJiNDYwM2Y0ZjE2ZDI3Y2QzMDM0ZThhNDI4YjA4YjZkYTg0YmVmMTIxM2E1NWNlMzE3,https://api.technopolis.bg/medias/Product-zoom-802770-5-big.jpg?context=bWFzdGVyfHJvb3R8MzMxNjU3fGltYWdlL2pwZWd8YUdZekwyaGpOUzgwTnpBNU5qQXdOREkwTnpVNE1pOVFjbTlrZFdOMExYcHZiMjFmT0RBeU56Y3dMVFV0WW1sbkxtcHdad3w1MGZkYmVkMDAzZWQ0YWZlNTM2Y2FhMTU1OTJhYzMzNTdiNjMwZDgzNTA4NzU1ZGMxYzExNWJlNWY4ZmQ4ZjY2,https://api.technopolis.bg/medias/Product-zoom-802770-4-big.jpg?context=bWFzdGVyfHJvb3R8ODYyNTR8aW1hZ2UvanBlZ3xhRFZpTDJoak9TODBOekE1TmpBd05ERTBPVEkzT0M5UWNtOWtkV04wTFhwdmIyMWZPREF5Tnpjd0xUUXRZbWxuTG1wd1p3fDY1ZDMxMmIwZTczOTBiOWU3YzFlOWVhNGU0ZDEwYzBjN2UxMTE0NGU0ZGJlNjZlNjE5YmEwMzA3NDUzMDE1Zjk,https://api.technopolis.bg/medias/Product-zoom-802770-3-big.jpg?context=bWFzdGVyfHJvb3R8Nzc1OTF8aW1hZ2UvanBlZ3xhR0l4TDJoall5ODBOekE1TmpBd05EQTFNRGszTkM5UWNtOWtkV04wTFhwdmIyMWZPREF5Tnpjd0xUTXRZbWxuTG1wd1p3fGE1ZWVhNDcxOWU5ZTExZTYxNTAxYzhjZTU0YzU2MzJmZGVmNzJlNmRmMDgyYTc5ZWExMWFhNDc5ZjU3ZmRkNTI,https://api.technopolis.bg/medias/Product-zoom-802770-2-big.jpg?context=bWFzdGVyfHJvb3R8ODIyNDB8aW1hZ2UvanBlZ3xhRE5pTDJobE9DODBOekE1TmpBd016azFNalkzTUM5UWNtOWtkV04wTFhwdmIyMWZPREF5Tnpjd0xUSXRZbWxuTG1wd1p3fDhiMTU2ZmI0OWQyNmJlNjJjNWJiYWRlMzg5YmQwNDIwOGE2YmJhNTdjYTA3Mjg3OGY2NTJiYzI5MmIzYWQzNGI,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-SCD643-26/p/802770
835148,8710103857754,"Philips Avent Dect SCD711 Termometresi, Geri Bildirim, Gece Işığı Bebek Monitörü",7500,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/835148-3-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzkxNzZ8aW1hZ2UvanBlZ3xhREF6TDJoaU55OHlOekEzTXpBd09EVXdNRGMyTmk1cWNHY3xmMDQ4MDM4MjJhZGU5MWI3YmI5OWUxZGVmY2ZhNjVhOTJkYTI2NmUzMmE5N2FmNzc4MTBlNjZkZTU0MTRjZGRj,https://api.technopolis.bg/medias/835148-2-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTA5MDd8aW1hZ2UvanBlZ3xhR1UwTDJnek9DOHlOekEzTXpBd09ETXdOREUxT0M1cWNHY3xmOTJlNDM1ZjM1NGU2MTUzNWVjNzZmYjYyNDY2MDVkYzUzNTI1N2I1NzM4ZjJiZTk5NmNhYTAyMDgxYTdmMDgy,https://api.technopolis.bg/medias/835148-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTI4MzZ8aW1hZ2UvanBlZ3xhRFUxTDJnM1pDOHlOekEzTXpBd09ERXdOelUxTUM1cWNHY3wzMDI5YzYxMzMyYTJjYThkNjZjODhjY2MwYzA0MDQ3YzA5ZWExYzg2ZmYwZGI2NzI2ZDA0NjE5ZDkzZDY5OTBl,https://api.technopolis.bg/medias/835148.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTM4MzZ8aW1hZ2UvanBlZ3xhR1ppTDJnMVppOHlOekEzTWpnd05EUTROekU1T0M1cWNHY3xiY2RiYTczODdjNTUzNjVjYjYyNGQyMzhlYjk5MzM4ODMyZDQzODQ5ZGM4MTM5MzAxZWEyODBhZGQ5MzFiMzcx,https://api.technopolis.bg/medias/835148.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8NDg4Mjd8aW1hZ2UvanBlZ3xhR0prTDJobFppOHlOekEzTWpnd05EVXhPVGsyTmk1cWNHY3w3YjUwYjQxNGU4YTFmMzk3ZWU3YzMwOGIzMGVkZTM2YzNiNWE5NzE5MTk1YWU3ZGZkYjNiZGMzYmM2MThiZjE1,,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-DECT%25C2%25A0SCD711/p/835148
835147,8710103903505,PHILIPS AVENT DECT SCD502 Bebek Monitörü,4600,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/835147-3-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NjQzODF8aW1hZ2UvanBlZ3xhR0V6TDJnME9TOHlOekEzTXpBd056a3hNRGswTWk1cWNHY3xiYTlkYzNhYjU5N2QzOTcwMjI3NWFkMDczYTAwMjcyYmVmMzBkN2ZlZmMyZTMyNDNjYTU4MDY0ODQzZGRjNWQ0,https://api.technopolis.bg/medias/835147-2-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MzE1NDd8aW1hZ2UvanBlZ3xhRFEwTDJoaE5pOHlOekEzTXpBd056Y3hORE16TkM1cWNHY3w0ZDRkODc2ZjI3OGM4ODkyODYzMDJiZjE5M2QyYzhhZTNlM2U3ZmE2MjkxYzRiMmU2ZjIzYzQ2YzdjYmI1ODM2,https://api.technopolis.bg/medias/835147-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NDk3NTF8aW1hZ2UvanBlZ3xhRFkxTDJobE9DOHlOekEzTXpBd056VXhOemN5Tmk1cWNHY3wzNTU4NTAwYmRlZjAxM2UwZDg5N2FmMWYzNTk5MjY0Y2RmNDdjMmZmMTBkNjU3ZmNkZDA0MjkyOWM3YjBiOGQ4,https://api.technopolis.bg/medias/835147.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NTgwNTR8aW1hZ2UvanBlZ3xhRGN5TDJoaU1DOHlOekEzTWpnd05ERXlOamMxTUM1cWNHY3w4OThmODkxNjI1OWE1NzdhMjlhOTkzMWY3OTc2NTkxMmRiNTYyMDU0ZGQ5MWM2M2Y4OGZjNjA1ZDcyNTNjNjBi,https://api.technopolis.bg/medias/835147.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8NTE3ODJ8aW1hZ2UvanBlZ3xhREV3TDJnMU9DOHlOekEzTWpnd05ERTFPVFV4T0M1cWNHY3w3MzJiZWY1ZDBjMDM2OTJjZmVjZDlkNmM1YjgwNzEwYWYyNjdhOWEwM2ViOWU4MTY1YjFiYjY3MGNmYzAwNGUy,,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-DECT%25C2%25A0SCD502/p/835147
833893,8710103974611,"Philips Avent Bağlı SCD923/26 Termometre, Video Sinyali Bebek Monitörü",15900,TL,Bebek Ürünleri,PHILIPS,https://api.technopolis.bg/medias/833893-4-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8ODA0MDR8aW1hZ2UvanBlZ3xhR1EwTDJnNFpTOHlPREkxTWpFME1URXlOVFkyTWk1cWNHY3xlZDljMjUwZDUyYWY0ODVmZTBhY2FjNmFlYTlhZmNhZjM2NDUwZWU2OTk4Zjc3MjAwOTgyNzM1MzRmMDY1M2E4,https://api.technopolis.bg/medias/833893-3-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8ODAwMjJ8aW1hZ2UvanBlZ3xhRFV3TDJnNU5TOHlPREkxTWpFME1Ea3lPVEExTkM1cWNHY3w2MzE1YWExODY0NzkwY2NhYWVjMTBiNzU1YmIzODViOWMwZjIxMTFmZDc1NDM5NmUwYjllNWNkM2JkNGY3ZTlj,https://api.technopolis.bg/medias/833893-2-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MjU2MDV8aW1hZ2UvanBlZ3xhR015TDJoaU55OHlPREkxTWpFME1EY3pNalEwTmk1cWNHY3w5OTI2Y2Y4NTJjYTFhYjEyMjA2M2JlYTdkMTRhNjExZjRmY2Q4NDVmMDRlNmFlZGM2YzI4ZDk5ZTc1YTQ0NGRh,https://api.technopolis.bg/medias/833893-1-big.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8MjkyODN8aW1hZ2UvanBlZ3xhR1UwTDJobU9TOHlPREkxTWpFME1EVXpOVGd6T0M1cWNHY3xjYzU1OTg3ZThjMzE4MjZhNTcyZWM0OTc2OWMyZmEwMWFlY2VhOGZkZjA4OWMxYTY4YzkwYzU1NjdkOTc5MWNj,https://api.technopolis.bg/medias/833893.jpg-Product-zoom?context=bWFzdGVyfHJvb3R8NjM4MzJ8aW1hZ2UvanBlZ3xhREEzTDJnMk9DOHlPREkxTWpFek9UZ3hORGswTWk1cWNHY3xlZjc4NGMyNTY0ZTg0YTQzZDdiMzBmZjRhZDk3NGRiYmMyNTllMWU1MTVmZTg1NTc1ODhlYWMzNTBmNDAyMmQx,https://api.technopolis.bg/medias/833893.jpg-Product-details-main?context=bWFzdGVyfHJvb3R8NTc3ODF8aW1hZ2UvanBlZ3xhRFZpTDJoak1TOHlPREkxTWpFek9UZzRNRFEzT0M1cWNHY3w2NDY0ZmMwNzYyZWU0MjlkNThmODQ4YWJiMzQzN2I3MTQ0YTQwMjU0OTUxODFhNTg0Njg0YTkwMjUxNzVmYjM3,https://www.technopolis.bg/bg/Bebefoni/Bebefon-PHILIPS-AVENT-CONNECTED-SCD923-26/p/833893
